FID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,Estimated Population,M_TOTPOP,Housing units ,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,Person aged 65 or older,M_AGE65,Person aged 17 or younger,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSU,SPL_THEME1,Socioeconomic Status - Percentile Ranking,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,Household Characteristics Percentile Ranking,EPL_MINRTY,SPL_THEME3,Racial & Ethnic Minority Status Percentile Ranking,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,Housing Type & Transportation Percentile Ranking,SPL_THEMES,Overall Percentile Ranking,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRAC,M_OTHERRAC,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRA,MP_OTHERRA,Shape_Leng,Shape_Le_1,Chemical Exposure Count,Shape__Area,Shape__Length
21,15,Hawaii,HI,15003,Honolulu,15003007702,"Census Tract 77.02, Honolulu County, Hawaii",2.402147,5596,687,1847,237,1704,228,247,150,111,76,97,49,124,58,128,66,1090,225,1017,276,774,221,7,20,73,83,5041,701,0,24,0,17,74,57,41,42,50,35,4.500000,2.700000,3.600000,2.100000,5.700000,2.800000,3.000000,1.400000,2.300000,1.200000,19.500000,4.400000,18.200000,4.400000,14.100000,4.300000,0.400000,1.200000,1.400000,1.500000,90.100000,5.900000,0.000000,1.300000,0.000000,1.700000,4.300000,3.300000,2.400000,2.400000,0.900000,0.600000,0.131800,0.478700,0.035300,0.237600,0.363400,1.246800,0.116400,0.527100,0.395300,0.750600,0.131800,0.322400,2.127200,0.270800,0.724700,0.724700,0.724700,0.000000,0.000000,0.327100,0.330200,0.663500,1.320800,0.228000,5.419500,0.178100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237,248,968,64,71,665,316,2736,391,0,17,164,99,1412,473,0,17,4.500000,0.600000,1.100000,1.200000,11.900000,5.400000,48.900000,6.500000,0.000000,0.600000,2.900000,1.800000,25.200000,6.800000,0.000000,0.600000,0.214800,0.085514,1,2862695.097656,9755.489669
22,15,Hawaii,HI,15003,Honolulu,15003007804,"Census Tract 78.04, Honolulu County, Hawaii",0.177312,2194,290,608,64,587,66,81,66,40,29,68,36,82,62,45,40,633,102,353,133,281,67,10,12,53,57,2170,376,0,16,0,12,59,39,11,12,0,12,3.700000,3.000000,3.500000,2.500000,11.600000,6.000000,4.800000,3.300000,2.100000,1.700000,28.900000,5.500000,16.100000,5.700000,12.900000,3.500000,1.700000,2.000000,2.500000,2.700000,98.900000,11.100000,0.000000,2.600000,0.000000,5.200000,10.100000,6.500000,1.900000,2.000000,0.000000,0.500000,0.084700,0.462100,0.110600,0.437600,0.334900,1.429900,0.156800,0.887100,0.284700,0.662700,0.251800,0.487100,2.573400,0.555800,0.983500,0.983500,0.983500,0.000000,0.000000,0.658800,0.268400,0.000000,0.927200,0.123500,5.914000,0.251800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,587,125,415,19,21,108,81,1466,240,0,12,101,140,476,239,0,12,5.700000,0.800000,0.900000,1.000000,4.900000,3.800000,66.800000,10.900000,0.000000,1.500000,4.600000,6.100000,21.700000,10.000000,0.000000,1.500000,0.037084,0.037084,0,530950.691406,4301.318578
23,15,Hawaii,HI,15003,Honolulu,15003007807,"Census Tract 78.07, Honolulu County, Hawaii",0.138237,5340,883,2762,234,2623,260,463,185,244,182,824,213,265,181,202,96,580,200,856,361,202,94,49,61,240,125,4544,1012,2306,262,0,17,275,128,197,122,0,17,8.700000,3.200000,7.800000,5.000000,31.400000,7.500000,6.700000,4.400000,4.100000,2.200000,10.900000,4.200000,16.000000,6.200000,4.100000,1.900000,1.900000,2.300000,5.000000,2.500000,85.100000,12.700000,83.500000,6.300000,0.000000,1.200000,10.500000,4.800000,7.500000,4.600000,0.000000,0.300000,0.331800,0.803300,0.649400,0.604700,0.662700,3.051900,0.691200,0.155300,0.277600,0.035600,0.287100,0.694100,1.449700,0.054600,0.555300,0.555300,0.555300,0.910600,0.000000,0.682400,0.674600,0.000000,2.267600,0.581900,7.324500,0.467900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3260,289,1260,135,115,398,188,3040,884,0,17,37,57,893,433,41,64,5.400000,0.900000,2.500000,2.300000,7.500000,3.700000,56.900000,10.000000,0.000000,0.600000,0.700000,1.000000,16.700000,7.800000,0.800000,1.200000,0.034182,0.034182,0,420272.195313,3876.453448
24,15,Hawaii,HI,15003,Honolulu,15003007808,"Census Tract 78.08, Honolulu County, Hawaii",0.425388,3509,754,1094,102,1058,95,968,587,108,54,308,123,210,109,155,99,551,162,702,289,449,166,48,39,176,99,3294,810,527,114,0,12,144,64,126,69,15,10,27.600000,15.600000,5.800000,2.700000,29.100000,11.300000,8.300000,3.800000,4.500000,2.800000,15.700000,4.600000,20.000000,7.000000,13.100000,5.000000,4.500000,3.700000,5.600000,2.900000,93.900000,11.200000,48.200000,9.400000,0.000000,2.900000,13.600000,5.900000,11.900000,6.600000,0.400000,0.300000,0.889400,0.701400,0.585900,0.694100,0.715000,3.585800,0.855100,0.312900,0.536500,0.684100,0.600000,0.734100,2.867600,0.712600,0.858800,0.858800,0.858800,0.809400,0.000000,0.795300,0.788600,0.534100,2.927400,0.819500,10.239600,0.893100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10917,298,1067,55,57,723,481,1449,415,0,12,353,197,714,459,0,12,8.500000,1.900000,1.600000,1.700000,20.600000,12.100000,41.300000,11.000000,0.000000,0.900000,10.100000,5.800000,20.300000,11.000000,0.000000,0.900000,0.058011,0.045036,15,1265981.574219,5146.347275
25,15,Hawaii,HI,15003,Honolulu,15003007809,"Census Tract 78.09, Honolulu County, Hawaii",0.950622,3239,564,1223,202,1223,202,37,37,25,22,92,55,15,23,19,21,1084,281,494,262,304,151,0,16,9,48,2905,489,123,120,0,12,111,124,10,15,0,12,1.100000,1.100000,1.600000,1.400000,7.500000,4.300000,0.600000,0.800000,0.600000,0.600000,33.500000,8.700000,15.300000,7.600000,9.600000,4.400000,0.000000,1.300000,0.300000,1.600000,89.700000,21.700000,10.100000,9.700000,0.000000,2.600000,9.100000,10.000000,0.800000,1.200000,0.000000,0.400000,0.023500,0.215600,0.051800,0.056500,0.090300,0.437700,0.011900,0.960000,0.256500,0.370500,0.000000,0.084700,1.671700,0.099800,0.715300,0.715300,0.715300,0.545900,0.000000,0.616500,0.156800,0.000000,1.319200,0.225700,4.143900,0.054600,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1012,291,808,50,60,103,93,2152,376,0,12,14,22,575,292,11,17,9.000000,1.600000,1.500000,1.800000,3.200000,3.000000,66.400000,9.100000,0.000000,1.000000,0.400000,0.700000,17.800000,7.500000,0.300000,0.500000,0.086716,0.075487,0,2146028.574219,8570.456357
26,15,Hawaii,HI,15003,Honolulu,15003007812,"Census Tract 78.12, Honolulu County, Hawaii",0.284958,2074,359,803,80,759,88,290,203,104,65,156,62,69,55,60,46,381,127,368,147,212,118,84,46,127,146,1913,443,119,55,0,12,14,17,28,22,11,9,14.000000,9.500000,8.600000,5.100000,20.600000,7.800000,4.400000,3.400000,2.900000,2.300000,18.400000,5.800000,17.700000,6.400000,10.400000,5.100000,11.100000,5.900000,6.500000,7.400000,92.200000,14.200000,14.800000,6.700000,0.000000,4.000000,1.800000,2.200000,3.700000,2.900000,0.500000,0.400000,0.552900,0.846000,0.334100,0.371800,0.475100,2.579900,0.524900,0.458800,0.367100,0.448900,0.920000,0.769400,2.964200,0.750600,0.797600,0.797600,0.797600,0.595300,0.000000,0.141200,0.482200,0.574100,1.792800,0.394300,8.134500,0.596200,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,933,70,509,15,23,170,152,923,341,0,12,95,88,710,221,0,12,3.400000,0.600000,0.700000,1.100000,8.200000,7.300000,44.500000,12.400000,0.000000,1.600000,4.600000,4.200000,34.200000,10.100000,0.000000,1.600000,0.049427,0.049427,0,867574.613281,5649.687097
27,15,Hawaii,HI,15003,Honolulu,15003007813,"Census Tract 78.13, Honolulu County, Hawaii",0.203755,2928,506,851,93,843,93,121,80,61,48,204,93,24,18,46,57,475,108,531,173,309,110,44,38,68,60,2729,517,27,20,7,11,65,57,30,29,28,39,4.100000,2.600000,3.300000,2.600000,24.200000,10.700000,1.100000,0.800000,1.600000,1.800000,16.200000,3.900000,18.100000,5.000000,10.700000,3.500000,5.200000,4.500000,2.400000,2.100000,93.200000,7.200000,3.200000,2.300000,0.800000,1.300000,7.700000,6.700000,3.600000,3.500000,1.000000,1.300000,0.108200,0.436000,0.435300,0.077600,0.244700,1.301800,0.133000,0.343500,0.392900,0.467900,0.658800,0.475300,2.338400,0.399000,0.835300,0.835300,0.835300,0.432900,0.878900,0.543500,0.475100,0.677600,3.008000,0.838500,7.483500,0.501200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,100,714,15,23,199,124,1352,249,0,12,98,86,1013,422,52,63,3.400000,0.600000,0.500000,0.800000,6.800000,4.100000,46.200000,11.200000,0.000000,1.100000,3.300000,2.900000,34.600000,10.200000,1.800000,2.100000,0.029362,0.029362,0,606970.371094,3384.716551
28,15,Hawaii,HI,15003,Honolulu,15003007814,"Census Tract 78.14, Honolulu County, Hawaii",0.584380,3602,466,1146,100,1128,101,62,72,36,27,60,43,87,58,10,15,1292,312,511,170,527,253,0,16,15,47,3384,551,0,16,0,12,34,35,7,11,0,12,1.700000,2.000000,2.200000,1.700000,5.300000,3.800000,3.000000,2.000000,0.300000,0.400000,35.900000,7.000000,14.200000,4.300000,14.900000,5.900000,0.000000,1.400000,0.400000,1.400000,93.900000,9.300000,0.000000,1.400000,0.000000,2.800000,3.000000,3.100000,0.600000,1.000000,0.000000,0.300000,0.035300,0.274900,0.032900,0.237600,0.052300,0.633000,0.021400,0.969400,0.192900,0.805200,0.000000,0.103500,2.071000,0.244700,0.858800,0.858800,0.858800,0.000000,0.000000,0.216500,0.135400,0.000000,0.351900,0.028500,3.914700,0.038000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,825,83,664,39,51,53,45,2546,444,0,12,47,51,699,316,0,12,2.300000,0.400000,1.100000,1.400000,1.500000,1.200000,70.700000,8.800000,0.000000,0.900000,1.300000,1.400000,19.400000,8.000000,0.000000,0.900000,0.060308,0.050890,0,1482568.832031,5803.094208
29,15,Hawaii,HI,15003,Honolulu,15003007815,"Census Tract 78.15, Honolulu County, Hawaii",7.687759,2294,583,765,139,736,147,108,71,37,51,60,44,85,89,276,386,431,194,526,297,203,76,18,19,54,96,2086,596,0,16,25,39,57,51,15,25,8,9,4.700000,2.900000,3.200000,4.300000,8.200000,5.700000,5.400000,5.400000,12.300000,15.400000,18.800000,9.300000,22.900000,11.600000,9.000000,3.800000,2.400000,2.500000,2.400000,4.300000,90.900000,11.900000,0.000000,2.100000,3.300000,5.100000,7.700000,6.800000,2.000000,3.300000,0.300000,0.400000,0.143500,0.410000,0.058800,0.475300,0.971500,2.059100,0.332500,0.487100,0.696500,0.287400,0.345900,0.475300,2.292200,0.356300,0.752900,0.752900,0.752900,0.000000,0.988100,0.543500,0.285000,0.501200,2.317800,0.591400,7.422000,0.489300,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2945,161,825,18,20,181,153,1276,433,0,12,167,247,444,289,0,12,7.000000,1.800000,0.800000,1.000000,7.900000,6.000000,55.600000,14.700000,0.000000,1.400000,7.300000,10.500000,19.400000,10.300000,0.000000,1.400000,0.271392,0.061127,0,1358411.187500,7010.898327
30,15,Hawaii,HI,15003,Honolulu,15003007816,"Census Tract 78.16, Honolulu County, Hawaii",4.312056,3543,510,1396,135,1271,166,341,247,17,19,324,150,71,43,58,58,817,215,731,254,411,143,40,28,54,65,3002,585,372,112,0,12,77,68,12,14,11,10,9.600000,6.800000,1.000000,1.100000,25.500000,11.300000,2.700000,1.600000,1.800000,1.800000,23.100000,6.300000,20.600000,6.500000,12.400000,4.200000,3.100000,2.200000,1.600000,2.000000,84.700000,11.100000,26.600000,7.600000,0.000000,2.300000,6.100000,5.300000,0.900000,1.100000,0.300000,0.300000,0.371800,0.118500,0.475300,0.195300,0.273200,1.434100,0.159100,0.722400,0.581200,0.617600,0.437600,0.350600,2.709400,0.615200,0.543500,0.543500,0.543500,0.715300,0.000000,0.458800,0.166300,0.501200,1.841600,0.406200,6.528600,0.358700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,108,724,161,158,278,195,1514,340,0,12,232,238,817,327,0,12,3.100000,0.500000,4.500000,4.600000,7.800000,5.200000,42.700000,8.100000,0.000000,0.900000,6.500000,6.500000,23.100000,8.100000,0.000000,0.900000,0.264709,0.087608,0,2528015.910156,9939.053106
31,15,Hawaii,HI,15003,Honolulu,15003007817,"Census Tract 78.17, Honolulu County, Hawaii",0.293880,1322,329,499,111,455,119,117,92,7,12,42,31,63,37,37,38,452,218,162,86,244,89,6,15,7,48,1191,313,0,16,0,12,0,16,17,20,0,12,8.900000,6.600000,1.200000,2.000000,9.200000,6.400000,5.900000,3.800000,2.800000,2.800000,34.200000,11.400000,12.300000,5.700000,18.700000,7.800000,1.300000,3.300000,0.600000,3.800000,90.100000,7.600000,0.000000,3.200000,0.000000,6.300000,0.000000,3.500000,3.700000,4.400000,0.000000,0.900000,0.343500,0.137400,0.072900,0.522400,0.448900,1.525100,0.187600,0.964700,0.117600,0.935900,0.202400,0.150600,2.371200,0.425200,0.724700,0.724700,0.724700,0.000000,0.000000,0.000000,0.482200,0.000000,0.482200,0.038000,5.103200,0.142500,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,395,183,480,0,12,53,48,800,273,0,12,77,93,261,111,0,12,13.800000,3.500000,0.000000,2.400000,4.000000,3.700000,60.500000,12.100000,0.000000,2.400000,5.800000,6.800000,19.700000,7.800000,0.000000,2.400000,0.064357,0.064357,0,876814.046875,7286.613305
32,15,Hawaii,HI,15003,Honolulu,15003008001,"Census Tract 80.01, Honolulu County, Hawaii",0.427695,2566,443,899,84,857,97,451,131,59,45,373,92,235,103,72,54,692,150,482,134,537,120,33,42,47,54,2366,492,499,77,0,12,133,72,150,49,93,94,18.400000,4.200000,5.200000,3.900000,43.500000,9.500000,12.700000,4.700000,2.900000,2.200000,27.000000,6.100000,18.800000,4.100000,21.800000,4.200000,3.900000,4.900000,1.900000,2.200000,92.200000,10.700000,55.500000,6.800000,0.000000,3.500000,15.500000,8.200000,17.500000,5.400000,3.600000,3.600000,0.722400,0.668200,0.880000,0.858800,0.475100,3.604500,0.862200,0.851800,0.442400,0.976200,0.531800,0.404700,3.206900,0.871700,0.797600,0.797600,0.797600,0.828200,0.000000,0.851800,0.848000,0.861200,3.389200,0.943000,10.998200,0.938200,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2233,241,604,21,21,337,135,1235,367,0,12,217,114,556,276,0,12,9.700000,1.700000,0.800000,0.800000,13.100000,5.700000,48.100000,9.200000,0.000000,1.300000,8.500000,4.100000,21.700000,10.200000,0.000000,1.300000,0.096947,0.087203,32,1275480.308594,9897.643732
33,15,Hawaii,HI,15003,Honolulu,15003008002,"Census Tract 80.02, Honolulu County, Hawaii",0.481336,3002,567,756,78,729,82,275,108,35,28,119,53,136,59,50,39,781,226,448,174,376,121,21,24,110,77,2781,661,43,28,0,12,34,29,20,17,159,99,9.600000,3.300000,2.200000,1.700000,16.300000,7.000000,6.200000,2.800000,1.800000,1.300000,26.000000,4.800000,14.900000,5.100000,13.300000,3.700000,2.900000,3.300000,3.900000,2.600000,92.600000,13.400000,5.700000,3.700000,0.000000,4.200000,4.700000,3.900000,2.700000,2.300000,5.300000,3.100000,0.371800,0.274900,0.218800,0.560000,0.273200,1.698700,0.237500,0.823500,0.230600,0.707800,0.416500,0.625900,2.804300,0.681700,0.816500,0.816500,0.816500,0.501200,0.000000,0.357600,0.363400,0.898800,2.121000,0.524900,7.440500,0.496400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5739,88,796,44,59,281,153,1808,574,0,12,252,253,391,131,5,8,3.100000,0.700000,1.500000,1.900000,9.400000,5.500000,60.200000,10.300000,0.000000,1.100000,8.400000,8.300000,13.000000,4.900000,0.200000,0.300000,0.061269,0.061269,2,1441914.148438,7010.698178
34,15,Hawaii,HI,15003,Honolulu,15003008005,"Census Tract 80.05, Honolulu County, Hawaii",5.111037,6178,1166,2086,294,1982,296,407,288,80,60,292,145,154,75,43,44,1653,241,1131,445,718,267,0,24,120,164,5278,1104,0,24,0,17,210,213,92,57,12,6,6.600000,4.500000,2.500000,2.100000,14.700000,7.000000,3.200000,1.700000,0.700000,0.800000,26.800000,5.600000,18.300000,6.300000,11.700000,4.400000,0.000000,1.200000,2.100000,2.800000,85.400000,7.700000,0.000000,1.200000,0.000000,1.500000,10.600000,10.600000,4.600000,3.000000,0.200000,0.100000,0.235300,0.324600,0.169400,0.265900,0.104500,1.099700,0.078400,0.847100,0.400000,0.558200,0.000000,0.428200,2.233500,0.320700,0.564700,0.564700,0.564700,0.000000,0.000000,0.691800,0.524900,0.456500,1.673200,0.346800,5.571100,0.206700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,523,1699,9,15,441,161,2585,598,0,17,360,261,1883,876,0,17,8.500000,1.600000,0.100000,0.200000,7.100000,2.900000,41.800000,9.000000,0.000000,0.500000,5.800000,4.300000,30.500000,10.000000,0.000000,0.500000,0.237688,0.027545,0,248532.808594,3111.797072
35,15,Hawaii,HI,15003,Honolulu,15003008008,"Census Tract 80.08, Honolulu County, Hawaii",0.188383,1604,374,500,73,446,88,303,211,6,10,149,80,25,24,47,60,153,69,595,195,90,60,19,28,37,56,1255,395,0,16,0,12,51,51,15,16,11,12,19.000000,12.500000,1.100000,1.900000,33.400000,16.700000,2.800000,2.500000,3.300000,3.700000,9.500000,5.200000,37.100000,8.500000,6.400000,4.600000,4.300000,6.200000,2.800000,4.200000,78.200000,16.600000,0.000000,3.200000,0.000000,6.300000,11.400000,11.200000,3.400000,3.600000,0.700000,0.700000,0.743500,0.128000,0.729400,0.207100,0.534400,2.342400,0.444200,0.136500,0.960000,0.102100,0.574100,0.527100,2.299800,0.363400,0.411800,0.411800,0.411800,0.000000,0.000000,0.722400,0.448900,0.616500,1.787800,0.389500,6.841800,0.396700,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,804,161,506,58,79,611,264,255,161,0,12,129,183,202,143,0,12,10.100000,2.400000,3.600000,4.700000,38.100000,14.100000,15.900000,9.100000,0.000000,2.000000,8.000000,10.700000,12.600000,8.200000,0.000000,2.000000,0.033592,0.033592,0,582274.031250,3837.186040
36,15,Hawaii,HI,15003,Honolulu,15003008009,"Census Tract 80.09, Honolulu County, Hawaii",0.381395,2723,530,1263,175,1188,181,573,370,59,33,372,155,172,123,10,13,416,173,502,251,546,165,87,109,54,62,2137,395,809,111,0,12,54,28,252,97,11,10,21.600000,13.400000,4.000000,2.300000,31.300000,12.100000,8.800000,5.600000,0.400000,0.500000,15.300000,6.700000,18.400000,8.500000,20.900000,4.900000,7.300000,9.100000,2.100000,2.300000,78.500000,21.100000,64.100000,12.500000,0.000000,2.500000,4.500000,2.300000,21.200000,8.200000,0.400000,0.400000,0.795300,0.542700,0.644700,0.720000,0.064100,2.766800,0.593800,0.298800,0.409400,0.971500,0.818800,0.428200,2.926700,0.734000,0.416500,0.416500,0.416500,0.872900,0.000000,0.343500,0.888400,0.534100,2.638900,0.736300,8.748900,0.698300,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4018,252,747,27,27,389,208,1162,221,0,12,111,135,448,213,0,12,9.300000,1.800000,1.000000,1.000000,14.300000,7.600000,42.700000,10.500000,0.000000,1.200000,4.100000,4.900000,16.500000,8.000000,0.000000,1.200000,0.066062,0.066062,2,1116413.636719,7575.763745
37,15,Hawaii,HI,15003,Honolulu,15003008010,"Census Tract 80.10, Honolulu County, Hawaii",0.198463,2221,443,665,78,643,82,93,55,26,31,59,40,115,71,21,24,644,110,400,137,551,207,0,16,104,83,2097,423,0,16,0,12,18,25,26,27,45,43,4.200000,2.400000,2.300000,2.900000,9.200000,6.100000,7.300000,4.300000,1.000000,1.100000,29.000000,4.800000,18.000000,5.000000,25.000000,6.800000,0.000000,2.500000,4.900000,3.700000,94.400000,2.900000,0.000000,2.400000,0.000000,4.800000,2.800000,3.900000,4.000000,4.200000,2.000000,1.900000,0.112900,0.291500,0.072900,0.642400,0.152000,1.271700,0.123500,0.896500,0.381200,0.992900,0.000000,0.689400,2.960000,0.748200,0.870600,0.870600,0.870600,0.000000,0.000000,0.197600,0.494100,0.778800,1.470500,0.280300,6.572800,0.365800,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,535,177,634,19,20,47,62,1486,327,0,12,116,65,399,251,30,32,8.100000,1.700000,0.900000,0.900000,2.100000,2.900000,66.900000,9.000000,0.000000,1.500000,5.200000,3.000000,18.000000,9.700000,1.400000,1.500000,0.027993,0.027993,0,589504.636719,3219.702263
38,15,Hawaii,HI,15003,Honolulu,15003008011,"Census Tract 80.11, Honolulu County, Hawaii",0.593847,2440,823,760,118,760,118,48,60,9,14,163,83,267,233,9,14,1024,252,459,333,226,89,19,24,99,97,2389,869,0,16,0,12,102,106,45,35,48,54,2.000000,2.400000,0.800000,1.500000,21.400000,10.400000,13.900000,9.600000,0.400000,0.600000,42.000000,7.600000,18.800000,12.100000,9.300000,4.800000,2.500000,3.100000,4.200000,3.900000,97.900000,13.300000,0.000000,2.100000,0.000000,4.200000,13.400000,13.800000,5.900000,4.500000,2.000000,2.100000,0.044700,0.094800,0.364700,0.887100,0.064100,1.455400,0.166300,0.992900,0.442400,0.334900,0.355300,0.644700,2.770200,0.665100,0.952900,0.952900,0.952900,0.000000,0.000000,0.783500,0.598600,0.778800,2.160900,0.532100,7.339400,0.472700,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3192,205,1180,11,17,100,97,1452,312,0,12,542,788,284,169,0,12,8.600000,3.000000,0.500000,0.700000,4.100000,4.100000,59.500000,22.400000,0.000000,1.300000,22.200000,26.800000,11.600000,7.700000,0.000000,1.300000,0.082191,0.077469,1,1679209.535156,8850.847048
39,15,Hawaii,HI,15003,Honolulu,15003008012,"Census Tract 80.12, Honolulu County, Hawaii",0.308239,2743,427,791,85,791,85,194,114,16,18,133,63,189,120,88,58,930,208,415,117,632,223,51,32,112,88,2649,495,0,16,0,12,64,46,79,47,32,21,7.100000,4.000000,1.200000,1.300000,16.800000,7.800000,8.900000,5.200000,3.200000,1.800000,33.900000,5.400000,15.100000,3.600000,23.300000,5.800000,6.400000,4.000000,4.200000,3.300000,96.600000,10.000000,0.000000,2.000000,0.000000,4.000000,8.100000,5.700000,10.000000,5.600000,1.200000,0.700000,0.261200,0.137400,0.225900,0.727100,0.522600,1.874200,0.268400,0.962400,0.242400,0.985700,0.769400,0.644700,3.604600,0.969100,0.917600,0.917600,0.917600,0.000000,0.000000,0.557600,0.738700,0.703500,1.999800,0.467900,8.396200,0.636600,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,3,2687,192,610,0,12,141,90,1923,405,0,12,94,106,491,248,0,12,7.100000,1.100000,0.000000,1.200000,5.100000,3.300000,70.100000,9.100000,0.000000,1.200000,3.400000,3.900000,17.900000,8.600000,0.000000,1.200000,0.037305,0.037305,0,925646.308594,4330.212579
40,15,Hawaii,HI,15003,Honolulu,15003008013,"Census Tract 80.13, Honolulu County, Hawaii",0.270687,2083,212,672,46,659,50,35,37,27,23,44,34,52,34,33,34,803,123,371,107,211,85,0,16,62,68,2006,315,0,16,0,12,29,31,15,22,10,23,1.700000,1.800000,3.200000,2.800000,6.700000,5.100000,3.200000,2.100000,1.600000,1.700000,38.600000,5.000000,17.800000,4.800000,10.200000,3.900000,0.000000,2.400000,3.100000,3.400000,96.300000,11.500000,0.000000,2.400000,0.000000,4.700000,4.400000,4.700000,2.300000,3.400000,0.500000,1.100000,0.035300,0.410000,0.042400,0.265900,0.244700,0.998300,0.071300,0.976500,0.374100,0.434700,0.000000,0.560000,2.345300,0.401400,0.910600,0.910600,0.910600,0.000000,0.000000,0.334100,0.327800,0.574100,1.236000,0.204300,5.490200,0.192400,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,791,89,309,0,12,208,148,1484,239,0,12,62,45,252,134,0,12,4.300000,0.500000,0.000000,1.500000,10.000000,7.000000,71.200000,6.600000,0.000000,1.500000,3.000000,2.100000,12.100000,6.800000,0.000000,1.500000,0.031493,0.031493,0,804088.152344,3635.577343
